Congregation ID,Congregation,Members,RE Enrollment,Avg. Attendance,Date Certified,FC,Cong. Poll,Total Expenses,Region,District
7421,"UU Fellowship of Centre County (State College, PA)",290,81,141,01/24/18,,,"$362,085.00",   Joseph Priestley District,
7423,"Towanda UU Fellowship (Towanda, PA)",4,,4,02/01/18,,,$0.00,   Joseph Priestley District,
7424,"UU Church of Athens and Sheshequin (Athens, PA)",40,6,25,01/30/18,,,"$64,063.00",Central-East Region Group,
7425,"BuxMont Unitarian Universalist Fellowship (Warrington, PA)",208,53,110,01/19/18,,,"$230,217.00",   Joseph Priestley District,
7431,"Unitarian Congregation of West Chester (West Chester, PA)",184,41,121,01/26/18,,,"$247,173.00",   Joseph Priestley District,
7432,"UU Congregation of Wyoming Valley (Wilkes-Barre, PA)",48,21,39,01/31/18,,,"$47,052.00",   Joseph Priestley District,
7433,"The UU Congregation of York (York, PA)",219,88,105,01/31/18,,,"$336,054.00",   Joseph Priestley District,
7520,"Aiken UU Church (Aiken, SC)",79,10,44,01/26/18,,,"$70,786.00",Southern Region,
7521,"UU Fellowship of Beaufort (Beaufort, SC)",100,3,56,01/18/18,,,"$143,972.00",Southern Region,
7522,"Unitarian Church in Charleston (Charleston, SC)",422,75,182,01/29/18,,,"$414,552.00",Southern Region,
7523,"The UU Fellowship of Clemson (Clemson, SC)",127,21,59,01/29/18,,,"$174,522.00",Southern Region,
7524,"UU Congregation of Columbia (Columbia, SC)",197,81,137,01/22/18,,,"$221,974.00",Southern Region,
7525,"The Greenville Unitarian Universalist Fellowship (Greenville, SC)",357,130,164,01/29/18,,,"$362,535.00",Southern Region,
7530,"UU Congregation of the Lowcountry (Bluffton, SC)",121,20,67,01/24/18,,,"$85,797.00",Southern Region,
7531,"Clayton Memorial UU Church (Little Mt, SC)",29,0,19,01/18/18,,,"$17,471.00",Southern Region,
7532,"Unitarian Universalist Church of Spartanburg (Spartanburg, SC)",158,51,90,01/31/18,,,"$192,452.00",Southern Region,
7535,"Black Hills UU Fellowship (Rapid City, SD)",30,,29,01/24/18,,,"$11,923.00",MidAmerica Region,
7536,"All Souls Waccamaw (Myrtle Beach, SC)",32,2,20,01/31/18,,,"$28,066.00",Southern Region,
7611,"All Souls Church UU (Sioux Falls, SD)",64,14,37,01/24/18,,,"$106,726.00",MidAmerica Region,
7612,"Unitarian Fellowship of Vermillion (Hawarden, IA)",,,,,None,,,MidAmerica Region,
7613,"UU Congregation of Cookeville (Cookeville, TN)",36,0,28,01/16/18,,,"$20,580.00",Southern Region,
7614,"Unitarian Universalist Church of Chattanooga (Chattanooga, TN)",146,47,98,01/09/18,,,"$196,412.00",Southern Region,
7616,"Neshoba UU Church (Cordova, TN)",146,46,94,01/30/18,,,"$175,271.00",Southern Region,
7617,"UU Fellowship of Clarksville (Clarksville, TN)",50,15,45,01/28/18,,,"$37,650.00",Southern Region,
7620,"Foothills UU Fellowship (Maryville, TN)",79,21,50,01/30/18,,,"$66,654.00",Southern Region,
7621,"Westside UU Church (Knoxville, TN)",107,20,61,01/27/18,,,"$129,650.00",Southern Region,
7622,"Holston Valley UU Church (Johnson City, TN)",146,47,127,01/15/18,,,"$146,788.00",Southern Region,
7623,"Tennessee Valley Unitarian Universalist Church (Knoxville, TN)",423,124,185,01/29/18,,,"$503,106.00",Southern Region,
7624,"First Unitarian Church of Memphis (Memphis, TN)",265,61,119,02/01/18,,,"$392,982.00",Southern Region,
7630,"Greater Nashville Unitarian Universalist Congregation (Nashville, TN)",68,24,65,01/16/18,,,"$147,526.00",Southern Region,
7631,"UU Fellowship of Murfreesboro (Murfreesboro, TN)",49,11,42,01/16/18,,,"$29,163.00",Southern Region,
7632,"The First UU Church of Nashville (Nashville, TN)",429,120,240,01/17/18,,,"$550,636.00",Southern Region,
7633,"Oak Ridge UU Church (Oak Ridge, TN)",299,121,135,01/29/18,,,"$300,198.00",Southern Region,
7634,"UU Church of Tullahoma TN (Tullahoma, TN)",53,9,35,01/24/18,,,"$28,467.00",Southern Region,
7710,"UU Fellowship (Abilene, TX)",,,,,,,,Southern Region,
7711,"Amarillo UU Fellowship (Amarillo, TX)",151,30,106,01/16/18,,,"$137,103.00",Southern Region,
7712,"Arlington UU Church (Arlington, TX)",30,0,20,02/01/18,,,$0.00,Southern Region,
7713,"First UU Church of Austin (Austin, TX)",648,228,402,12/07/17,,,"$924,443.00",Southern Region,
7714,"Live Oak UU Church (Cedar Park, TX)",162,65,140,02/01/18,,,"$299,230.00",Southern Region,
7715,"Spindletop Unitarian Church Incorporated (Beaumont, TX)",15,3,13,01/31/18,,,"$7,550.00",Southern Region,
7717,"Wildflower Church: A UU Congregation (Austin, TX)",113,48,110,01/31/18,,,"$221,556.00",Southern Region,
7718,"UUs of the Big Bend (Alpine, TX)",,,,,,,,Southern Region,
7719,"San Gabriel UU Fellowship (Georgetown, TX)",149,30,100,01/30/18,,,"$135,583.00",Southern Region,
7721,"All Souls Unitarian Universalist Church (Brownsville, TX)",5,0,10,01/29/18,None,,"$3,612.00",Southern Region,
7722,"UU Church of the Brazos Valley (College Station, TX)",66,10,46,01/31/18,,,"$158,265.00",Southern Region,
7723,"Unitarian Universalist Church of Corpus Christi (Corpus Christi, TX)",106,30,84,01/30/18,,,"$125,924.00",Southern Region,
7724,"The First Unitarian Church of Dallas (Dallas, TX)",1069,539,482,01/09/18,,,"$2,218,020.00",Southern Region,
7725,"Horizon UU Church (Carrollton, TX)",257,90,162,01/29/18,,,"$318,548.00",Southern Region,
7727,"Pathways Church (Hurst, TX)",64,11,60,01/21/18,,,"$59,557.00",Southern Region,
7731,"Unitarian Universalist Church of Oak Cliff (Dallas, TX)",126,25,67,01/30/18,,,"$76,928.00",Southern Region,
7732,"Denton UU Fellowship (Denton, TX)",138,58,139,01/30/18,,,"$149,556.00",Southern Region,
7735,"Westside UU Church (Fort Worth, TX)",176,57,162,01/26/18,,,"$264,811.00",Southern Region,
7736,"First Jefferson Unitarian Universalist Church (Fort Worth, TX)",115,16,68,01/31/18,,,"$169,177.00",Southern Region,
7802,"Thoreau Woods UU Church (Huntsville, TX)",33,0,20,01/12/18,,,"$21,645.00",Southern Region,
7811,"UU Fellowship of Galveston County (Galveston, TX)",98,10,50,01/22/18,,,"$59,641.00",Southern Region,
7813,"Emerson Unitarian Universalist Church of Houston (Houston, TX)",367,90,138,01/31/18,,,"$616,705.00",Southern Region,
7814,"First UU Church of Houston (Houston, TX)",465,106,338,01/02/18,,,"$746,887.00",Southern Region,
7815,"Unitarian Fellowship of Houston (Houston, TX)",57,7,37,01/31/18,,,"$151,383.00",Southern Region,
7816,"Northwoods Unitarian Universalist Church (The Woodlands, TX)",172,69,69,01/22/18,,,"$226,643.00",Southern Region,
7821,"Unitarian Universalist Church of the Hill Country (Kerrville, TX)",39,2,30,01/10/18,,,"$34,698.00",Southern Region,
7822,"UU Fellowship of Kerrville (Kerrville, TX)",15,0,12,02/01/18,,,"$15,000.00",Southern Region,
7823,"First UU Church (Lubbock, TX)",64,16,42,01/31/18,,,"$50,380.00",Southern Region,
7824,"UU Church of Midland (Midland, TX)",61,23,45,01/31/18,,,"$149,724.00",Southern Region,
7825,"Timberland Unitarian Universalist Fellowship (Lufkin, TX)",20,0,16,01/14/18,,,"$14,924.00",Southern Region,
7826,"UU Fellowship of Hidalgo County TX (San Juan, TX)",36,0,30,02/01/18,,,"$8,703.00",Southern Region,
7827,"UU Fellowship of Longview (Longview, TX)",24,0,26,01/18/18,,,"$21,018.00",Southern Region,
7828,"Unitarian Universalists of New Braunfels (New Braunfels, TX)",86,24,66,01/31/18,,,"$67,807.00",Southern Region,
7831,"The UU Church of Odessa (Odessa, TX)",,,,,,,,Southern Region,
7832,"Bay Area UU Church (Houston, TX)",213,62,125,12/19/17,,,"$357,744.00",Southern Region,
7833,"Sacred Journey Fellowship (Garland, TX)",15,0,18,,,,,Southern Region,
7834,"First Unitarian Universalist Church of San Antonio (San Antonio, TX)",414,123,249,01/09/18,,,"$395,532.00",Southern Region,
7835,"Community UU Church (Plano, TX)",186,70,180,02/01/18,,,"$268,076.00",Southern Region,
7836,"UU Fellowship of Bell County (Belton, TX)",32,20,,01/21/18,,,"$12,270.00",Southern Region,
7838,"San Marcos UU Fellowship (San Marcos, TX)",112,42,85,12/29/17,,,"$67,193.00",Southern Region,
7841,"Red River Unitarian Universalist Church (Denison, TX)",50,0,31,01/15/18,,,"$44,477.00",Southern Region,
7911,"UU Fellowship of Tyler (Tyler, TX)",41,4,28,01/31/18,,,"$41,236.00",Southern Region,
7912,"UU Church of Victoria (Victoria, TX)",36,0,20,02/01/18,,,"$8,375.00",Southern Region,
7913,"Unitarian Universalist Fellowship of Waco (Waco, TX)",50,4,38,01/30/18,,,"$63,012.00",Southern Region,
8025,"Mt Vernon Unitarian Church (Alexandria, VA)",332,93,189,01/19/18,,,"$583,841.00",   Joseph Priestley District,
8028,"UU Fellowship of St Croix (Kingshill, VI)",25,4,14,01/28/18,None,,"$15,700.00",Southern Region,
8029,"The UU Fellowship of St John (St John, VI)",25,0,25,02/13/18,,,"$13,221.00",Southern Region,
8030,"UU Church of the Highlands (Meadowview, VA)",45,14,,01/15/18,,,"$17,802.00",Southern Region,
8032,"Unitarian Universalist Congregation (Blacksburg, VA)",205,114,141,01/18/18,,,"$254,855.00",Southern Region,
8033,"Thomas Jefferson Memorial Church UU (Charlottesville, VA)",417,155,252,01/30/18,,,"$455,517.00",Southern Region,
8035,"UU Fellowship of Fredericksburg (Fredericksburg, VA)",208,78,114,01/29/18,,,"$242,787.00",Southern Region,
8036,"Unitarian Universalist Community Church, Inc. (Glen Allen, VA)",217,35,100,01/22/18,,,"$304,217.00",Southern Region,
8038,"UU Church of Arlington (Arlington, VA)",800,328,464,01/17/18,,,"$1,192,005.00",   Joseph Priestley District,
8039,"UUs of the Blue Ridge (Washington, VA)",50,5,36,01/29/18,,,"$70,979.00",   Joseph Priestley District,
8110,"Harrisonburg Unitarian Universalists (Harrisonburg, VA)",68,5,49,01/26/18,,,"$65,523.00",Southern Region,
8112,"First Unitarian Church of Lynchburg UU (Lynchburg, VA)",110,,80,01/31/18,,,"$144,838.00",Southern Region,
8113,"UU Church of Loudoun (Leesburg, VA)",84,39,65,01/22/18,,,"$107,607.00",   Joseph Priestley District,
8114,"UU Fellowship of the Peninsula (Newport News, VA)",153,40,80,01/29/18,,,"$181,327.00",Southern Region,
8115,"Accotink Unitarian Universalist Church (Burke, VA)",185,77,115,01/28/18,,,"$289,556.00",   Joseph Priestley District,
8116,"Bull Run Unitarian Universalists (Manassas, VA)",240,44,140,01/16/18,,,"$296,629.00",   Joseph Priestley District,
8117,"Unitarian Universalist Congregation of Sterling (Sterling, VA)",115,54,80,01/25/18,,,"$295,459.00",   Joseph Priestley District,
8118,"UU Fellowship of the Rappahannock (White Stone, VA)",58,3,37,01/15/18,,,"$20,143.00",Southern Region,
8121,"Coastal Virginia Unitarian Universalists (CVUU) (Virginia Beach, VA)",210,,114,01/30/18,,,"$317,882.00",Southern Region,
8122,"UU Congregation of Fairfax (Oakton, VA)",661,396,542,01/31/18,,,"$423,190.00",   Joseph Priestley District,
8123,"First UU Church of Richmond Va (Richmond, VA)",729,165,305,02/01/18,,,"$680,020.00",Southern Region,
8124,"UU Church of Roanoke (Roanoke, VA)",214,58,145,01/31/18,,,"$267,000.00",Southern Region,
8125,"Unitarian Universalist Fellowship of Waynesboro (Waynesboro, VA)",146,25,78,01/30/18,,,"$155,362.00",Southern Region,
8126,"Unitarian Universalist Church in Reston (Reston, VA)",214,53,154,01/30/18,,,"$394,719.00",   Joseph Priestley District,
8127,"Williamsburg UUs (Williamsburg, VA)",278,62,118,11/27/17,,,"$317,105.00",Southern Region,
8129,"Unitarian Universalist Church of Shenandoah Valley (Stephens City, VA)",155,35,84,01/22/18,,,"$171,064.00",   Joseph Priestley District,
8315,"New River Unitarian Universalist Fellowship (Beckley, WV)",14,2,14,01/25/18,,,"$3,122.00",Central-East Region Group,
8320,"UU Congregation of the Ohio Valley (Bellaire, OH)",40,11,27,01/29/18,,,"$15,667.00",Central-East Region Group,
8321,"UU Congregation (Charleston, WV)",121,35,115,01/29/18,,,"$117,650.00",Central-East Region Group,
8323,"Unitarian Fellowship of Huntington (Huntington, WV)",15,,N/A,02/01/18,None,,$0.00,Central-East Region Group,
8324,"UU Fellowship of Morgantown (Morgantown, WV)",31,0,12,02/01/18,,,"$9,834.00",Central-East Region Group,
8325,"Fox Valley Unitarian Universalist Fellowship (Appleton, WI)",629,199,336,02/01/18,,,"$663,757.00",MidAmerica Region,
8326,"Lake Country UU Church (Hartland, WI)",154,55,95,01/20/18,,,"$229,916.00",MidAmerica Region,
8327,"Open Circle UU Fellowship (Fond Du Lac, WI)",70,6,47,01/29/18,,,"$50,410.00",MidAmerica Region,
8329,"Chequamegon Unitarian Universalist Fellowship (Ashland, WI)",79,33,93,01/22/18,,,"$36,798.00",MidAmerica Region,
8330,"UU Church of the Lakes (Elkhorn, WI)",14,0,12,01/20/18,,,"$19,122.00",MidAmerica Region,
8331,"Unitarian Universalist Church West (Brookfield, WI)",403,195,172,01/23/18,,,"$643,734.00",MidAmerica Region,
8333,"UU Congregation (Eau Claire, WI)",237,60,99,01/24/18,,,"$239,819.00",MidAmerica Region,
8334,"UU Fellowship of La Crosse (La Crosse, WI)",92,8,60,01/26/18,,,"$95,846.00",MidAmerica Region,
8336,"Bradford Community Church UU (Kenosha, WI)",94,8,77,01/30/18,,,"$141,737.00",MidAmerica Region,
8337,"Green Bay Area UU Fellowship (Green Bay, WI)",71,0,46,01/22/18,,,$0.00,MidAmerica Region,
8410,"James Reeb Unitarian Universalist Congregation (Madison, WI)",117,34,108,01/31/18,,,"$175,668.00",MidAmerica Region,
8411,"First Unitarian Society of Madison (Madison, WI)",1457,417,803,01/30/18,,,"$1,904,303.00",MidAmerica Region,
8412,"Prairie UU Society (Madison, WI)",71,33,48,01/25/18,,,"$120,820.00",MidAmerica Region,
8413,"UU Fellowship (Marshfield, WI)",7,0,7,01/09/18,,,$490.00,MidAmerica Region,
8414,"Unitarian Church North (Mequon, WI)",136,25,54,01/18/18,,,"$167,692.00",MidAmerica Region,
8415,"First Unitarian Society of Milwaukee (Milwaukee, WI)",754,146,311,01/26/18,,,"$884,420.00",MidAmerica Region,
8416,"Unitarian Fellowship of Milwaukee (Milwaukee, WI)",9,0,0,11/17/17,,,$0.00,MidAmerica Region,
8417,"Northwoods UU Fellowship (Woodruff, WI)",84,0,50,01/13/18,,,"$35,422.00",MidAmerica Region,
8422,"United UU Congregation (Waukesha, WI)",60,9,52,01/04/18,,,"$74,221.00",MidAmerica Region,
8423,"Prairie Lakes UU Fellowship (Ripon, WI)",24,3,25,01/31/18,,,$0.00,MidAmerica Region,
8424,"Olympia Brown UU Church (Racine, WI)",300,76,145,01/31/18,,,"$317,999.00",MidAmerica Region,
8425,"Free Congregation of Sauk County (Sauk City, WI)",16,0,25,02/13/18,,,"$39,479.00",MidAmerica Region,
8426,"Blue Hills UU Fellowship (Rice Lake, WI)",31,4,20,01/22/18,,,"$18,613.00",MidAmerica Region,
8427,"UU Society of River Falls (River Falls, WI)",68,5,37,01/29/18,,,"$41,707.00",MidAmerica Region,
8428,"Unitarian Universalist Fellowship of Door County (Sister Bay, WI)",91,4,66,01/25/18,,,"$62,540.00",MidAmerica Region,
8431,"Stevens Point UU Fellowship (Stevens Point, WI)",33,5,27,01/27/18,,,"$36,852.00",MidAmerica Region,
8433,"First Universalist Unitarian Church of Wausau (Wausau, WI)",209,80,122,01/25/18,,,"$202,399.00",MidAmerica Region,
8436,"Unitarian Society of Menomonie (Menomonie, WI)",26,1,N/A,12/08/17,,,"$6,617.00",MidAmerica Region,
8888,"First Universalist Parish of North Dana (Warwick, MA)",8,0,,01/18/18,,,"$2,098.00",New England Regional Staff,
8936,"UU Fellowship of San Miguel de Allende (San Miguel De Allende, GTO)",116,2,107,01/08/18,,,"$22,895.00",Southern Region,
